Category	Geneset.ID	Description	Number.of.Genes	enrich.status	enrich.fdr	enrich.pvalue	promoter.status	promoter.fdr	promoter.pvalue	enhancer.status	enhancer.fdr	enhancer.pvalue
Gene Ontology Biological Process	GO:0031175	neuron projection development	1090	enriched	2.68974037782272e-15	8.34189688799448e-18	enriched	4.28923819072415e-05	9.8264628517613e-08	closer	0.134580362090951	0.00500236611693216
Gene Ontology Biological Process	GO:0007610	behavior	746	enriched	5.25691556217309e-15	1.73226525599811e-17	enriched	0.000224971777459068	1.43905188140129e-06	closer	0.571185703228212	0.150827808483139
Gene Ontology Biological Process	GO:0098655	cation transmembrane transport	730	enriched	1.87050472987288e-14	6.52628128275089e-17	enriched	0.0286904941290651	0.00129577149293898	closer	0.90045847049274	0.684899988023554
Gene Ontology Biological Process	GO:0006812	cation transport	946	enriched	2.83500267907073e-14	1.04445029453658e-16	enriched	0.0817178085401112	0.00687743866554364	closer	0.973411034325015	0.899318083718528
Gene Ontology Biological Process	GO:0099531	presynaptic process involved in chemical synaptic transmission	199	enriched	2.83500267907073e-14	1.0990512421286e-16	enriched	0.000231459490718806	1.54904430119129e-06	farther	0.738850772392519	0.339790261622754
Gene Ontology Biological Process	GO:0050890	cognition	394	enriched	3.34916191254385e-14	1.36329521541812e-16	enriched	0.0818862324740249	0.0070632629290446	closer	0.644435041674683	0.224921912369435
Gene Ontology Biological Process	GO:0007611	learning or memory	354	enriched	6.9941480715648e-14	2.98257913499565e-16	enriched	0.0694740455590411	0.00511729740500787	closer	0.52387530283738	0.120941167993665
Gene Ontology Biological Process	GO:0061564	axon development	750	enriched	1.23771810965663e-13	5.51802995194855e-16	enriched	0.00498413175328543	0.000124627446438035	closer	0.0647287736350811	0.00150561210238607
Gene Ontology Biological Process	GO:0030001	metal ion transport	787	enriched	1.78320544701142e-13	8.35070553629326e-16	enriched	0.00195509333190007	3.41650299485674e-05	farther	0.862028634192422	0.594547491056673
Gene Ontology Biological Process	GO:0001505	regulation of neurotransmitter levels	225	enriched	1.78320544701142e-13	8.64123593240657e-16	enriched	0.00776692364951753	0.000245398052892296	farther	0.776015496703723	0.405477745023563
Gene Ontology Biological Process	GO:0042391	regulation of membrane potential	478	enriched	1.84615288261749e-13	9.30412385114453e-16	enriched	7.96466556452631e-06	1.54383903169729e-09	farther	0.708020709352143	0.300348431941794
Gene Ontology Biological Process	GO:0034220	ion transmembrane transport	922	enriched	1.64203200400463e-12	8.5936933723832e-15	enriched	0.00515961854564396	0.000131015706431355	farther	0.81059773918922	0.468698014344145
Gene Ontology Biological Process	GO:0048858	cell projection morphogenesis	862	enriched	1.72883298434769e-12	9.95920346255517e-15	enriched	9.37640254022911e-06	5.43666309737324e-09	closer	0.210891742377177	0.0145948884182399
Gene Ontology Biological Process	GO:0007269	neurotransmitter secretion	186	enriched	1.72883298434769e-12	1.00533028746716e-14	enriched	7.12905879722946e-05	2.349176188271e-07	farther	0.780348794044765	0.411260992054045
Gene Ontology Biological Process	GO:0099643	signal release from synapse	186	enriched	1.72883298434769e-12	1.00533028746716e-14	enriched	7.12905879722946e-05	2.349176188271e-07	farther	0.780348794044765	0.411260992054045
Gene Ontology Biological Process	GO:0007409	axonogenesis	702	enriched	1.88365113242987e-12	1.13187022882973e-14	enriched	0.00101466645515944	1.29587239462163e-05	closer	0.190881348136803	0.0110297718579633
Gene Ontology Biological Process	GO:0032990	cell part morphogenesis	874	enriched	2.42165563313274e-12	1.50209304633161e-14	enriched	9.37640254022911e-06	5.57075713210433e-09	closer	0.226553672480829	0.0165548130031862
Gene Ontology Biological Process	GO:0048812	neuron projection morphogenesis	847	enriched	2.83436215316792e-12	1.81302483145069e-14	enriched	1.99100369588487e-05	2.7996874788516e-08	closer	0.126741481210162	0.00444786357854711
Gene Ontology Biological Process	GO:0006811	ion transport	1276	enriched	3.03509828635739e-12	2.00025861089652e-14	enriched	0.0155023763809785	0.000583129627823143	farther	0.568075119868001	0.147992432855707
Gene Ontology Biological Process	GO:0050877	neurological system process	1029	enriched	3.23075578023428e-12	2.19182888754022e-14	enriched	0.000492947707228125	4.39534687584682e-06	closer	0.405020855554596	0.0617855036482782
Gene Ontology Biological Process	GO:0048667	cell morphogenesis involved in neuron differentiation	799	enriched	5.75375586532443e-12	4.0150263840217e-14	enriched	0.000148622259670284	5.7616693029767e-07	closer	0.104146012588231	0.00302808720454248
Gene Ontology Biological Process	GO:0098660	inorganic ion transmembrane transport	729	enriched	7.69913468896906e-12	5.52176746446705e-14	enriched	0.000845915422383846	9.51019470794012e-06	farther	0.844793787586802	0.550068214770522
Gene Ontology Biological Process	GO:0043269	regulation of ion transport	634	enriched	1.21190892437626e-11	8.92664065250973e-14	enriched	0.00101466645515944	1.22090450752408e-05	farther	0.992645813091449	0.961314263454289
Gene Ontology Biological Process	GO:0098662	inorganic cation transmembrane transport	646	enriched	1.7308014192732e-11	1.30841743267406e-13	enriched	0.00520794907610299	0.000133252428386431	closer	0.96481296530784	0.868527792532063
Gene Ontology Biological Process	GO:0003008	system process	1594	enriched	1.7526986884294e-11	1.35894451516139e-13	enriched	0.00404271374052261	8.8549457778456e-05	closer	0.177376206700181	0.00972811111137376
Gene Ontology Biological Process	GO:0034765	regulation of ion transmembrane transport	474	enriched	2.59300997905974e-11	2.06073675405019e-13	enriched	0.00174598629448626	2.97822822087208e-05	closer	0.79744018945012	0.446405750558625
Gene Ontology Biological Process	GO:0048468	cell development	2011	enriched	3.80465753383954e-11	3.09741454586665e-13	enriched	0.00148055526528103	2.42171819865291e-05	closer	0.0122060809383419	0.00010714333419371
Gene Ontology Biological Process	GO:0034762	regulation of transmembrane transport	488	enriched	9.32372533248553e-11	7.77127717187202e-13	enriched	0.00645983183038614	0.000182813616444345	closer	0.767607443426128	0.389085765566839
Gene Ontology Biological Process	GO:0060078	regulation of postsynaptic membrane potential	220	enriched	9.86906871458598e-11	8.41711617448697e-13	enriched	0.000114609408423029	4.22093188609722e-07	farther	0.562563321595766	0.145072693111334
Gene Ontology Biological Process	GO:0099504	synaptic vesicle cycle	142	enriched	6.69156364990198e-10	5.83679713598738e-12	enriched	0.00154648989230586	2.57798276290567e-05	farther	0.666396255089588	0.251367922543969
Gene Ontology Biological Process	GO:0007215	glutamate receptor signaling pathway	167	enriched	8.33960123585865e-10	7.43596931284159e-12	enriched	0.0716528434864214	0.00543056053560588	farther	0.71874454117557	0.310680427761489
Gene Ontology Biological Process	GO:0050808	synapse organization	419	enriched	1.72299253257172e-09	1.56969662785173e-11	enriched	9.37640254022911e-06	7.26993800366669e-09	closer	0.345742791476956	0.0420869302282474
Gene Ontology Biological Process	GO:0055085	transmembrane transport	1108	enriched	1.90108976147642e-09	1.76879838245528e-11	enriched	0.061797318973968	0.00414457692672862	farther	0.68366824617365	0.27206259147015
Gene Ontology Biological Process	GO:0030030	cell projection organization	1422	enriched	2.47302678280332e-09	2.34887211392445e-11	enriched	0.00213079700571675	4.00634443796327e-05	closer	0.0494966768379802	0.000786727563619767
Gene Ontology Biological Process	GO:0017156	calcium ion regulated exocytosis	118	enriched	3.66528694264201e-09	3.55232306904634e-11	enriched	0.00370769449223938	8.04926891123881e-05	farther	0.0467020534499702	0.000708105320189689
Gene Ontology Biological Process	GO:0000904	cell morphogenesis involved in differentiation	886	enriched	5.41453281353467e-09	5.53603571902614e-11	enriched	0.00148055526528103	2.43937192380089e-05	closer	0.0395779472081828	0.000521670945950074
Gene Ontology Biological Process	GO:0006813	potassium ion transport	312	enriched	5.41453281353467e-09	5.54843532635957e-11	enriched	0.131427528098562	0.0139350373851354	closer	0.804759797024112	0.458770801133536
Gene Ontology Biological Process	GO:0097485	neuron projection guidance	456	enriched	5.41453281353467e-09	5.5625167497061e-11	enriched	0.000769639085798859	7.45918865864372e-06	closer	0.397463961927102	0.0588607224098287
Gene Ontology Biological Process	GO:0030072	peptide hormone secretion	300	enriched	7.28544338100981e-09	7.62577907684686e-11	enriched	0.312065681336141	0.0629696402928712	farther	0.294824923955884	0.0285166964632654
Gene Ontology Biological Process	GO:0071804	cellular potassium ion transport	273	enriched	1.009587731117e-08	1.09588898900081e-10	enriched	0.0900979067630215	0.00809028584335585	closer	0.750427077083766	0.363048142404898
Gene Ontology Biological Process	GO:0071805	potassium ion transmembrane transport	273	enriched	1.009587731117e-08	1.09588898900081e-10	enriched	0.0900979067630215	0.00809028584335585	closer	0.750427077083766	0.363048142404898
Gene Ontology Biological Process	GO:0007417	central nervous system development	1067	enriched	1.37654602487682e-08	1.52089791467297e-10	enriched	0.379874791361798	0.0919759863770353	closer	0.0519657120526516	0.000891620412455215
Gene Ontology Biological Process	GO:0048168	regulation of neuronal synaptic plasticity	64	enriched	2.5118963673876e-08	2.82399669138362e-10	enriched	0.857541087989277	0.610015524366118	farther	0.986871458484907	0.938843169180869
Gene Ontology Biological Process	GO:0051049	regulation of transport	1497	enriched	3.20880317986395e-08	3.669691560612e-10	enriched	0.0291679439907553	0.00133995013099612	farther	0.846281825690512	0.554807499658723
Gene Ontology Biological Process	GO:0007270	neuron-neuron synaptic transmission	200	enriched	3.22942727131914e-08	3.75587587282707e-10	enriched	0.170951083609693	0.0216381193248943	farther	0.758350194386758	0.371985413608837
Gene Ontology Biological Process	GO:0030534	adult behavior	257	enriched	3.42430567714923e-08	4.04889797065523e-10	enriched	1.99100369588487e-05	3.08742577380867e-08	closer	0.971960369580581	0.894715990528819
Gene Ontology Biological Process	GO:0007420	brain development	835	enriched	3.7407456612499e-08	4.50145631753802e-10	enriched	0.320712413201874	0.0654017640422103	closer	0.330319289120621	0.037564323595388
Gene Ontology Biological Process	GO:0035176	social behavior	125	enriched	3.7407456612499e-08	4.6405838790462e-10	enriched	0.0647963721043828	0.0045392202673836	closer	0.820055174754757	0.498015824825209
Gene Ontology Biological Process	GO:0051703	intraspecies interaction between organisms	125	enriched	3.7407456612499e-08	4.6405838790462e-10	enriched	0.0647963721043828	0.0045392202673836	closer	0.820055174754757	0.498015824825209
Gene Ontology Biological Process	GO:0000902	cell morphogenesis	1095	enriched	6.05501091735498e-08	7.62891470494425e-10	enriched	8.05488741487426e-05	2.81038909609879e-07	closer	0.196555865396439	0.0118625570936375
Gene Ontology Biological Process	GO:0007411	axon guidance	447	enriched	6.33438315254329e-08	8.10368846807244e-10	enriched	0.00101466645515944	1.29158141450653e-05	closer	0.410422704150057	0.0631664328542635
Gene Ontology Biological Process	GO:0007626	locomotory behavior	272	enriched	6.47642169343417e-08	8.41093726420022e-10	enriched	0.00044724671656453	3.81447093018789e-06	farther	0.96481296530784	0.87214421932549
Gene Ontology Biological Process	GO:0048489	synaptic vesicle transport	127	enriched	6.77046441165254e-08	9.18651887605501e-10	enriched	0.00117184698833319	1.70359612570245e-05	farther	0.169049501851026	0.00848688136836901
Gene Ontology Biological Process	GO:0097480	establishment of synaptic vesicle localization	127	enriched	6.77046441165254e-08	9.18651887605501e-10	enriched	0.00117184698833319	1.70359612570245e-05	farther	0.169049501851026	0.00848688136836901
Gene Ontology Biological Process	GO:0099003	vesicle-mediated transport in synapse	127	enriched	6.77046441165254e-08	9.18651887605501e-10	enriched	0.00117184698833319	1.70359612570245e-05	farther	0.169049501851026	0.00848688136836901
Gene Ontology Biological Process	GO:0060322	head development	858	enriched	7.68590608766138e-08	1.05776183799953e-09	enriched	0.617554290587432	0.25576069519	closer	0.251362753680776	0.0199764933144249
Gene Ontology Biological Process	GO:0030073	insulin secretion	262	enriched	8.25190271427138e-08	1.15165147398244e-09	enriched	0.490092890504068	0.146011392266864	farther	0.66554620417602	0.250789265539481
Gene Ontology Biological Process	GO:0051705	multi-organism behavior	146	enriched	8.52656794564705e-08	1.20651184344298e-09	enriched	0.0818101611397274	0.00700036705166322	closer	0.878165048634948	0.631568870848473
Gene Ontology Biological Process	GO:0099565	chemical synaptic transmission, postsynaptic	186	enriched	1.05992368305591e-07	1.52034023155917e-09	enriched	0.000805947816204016	8.43597248982688e-06	farther	0.265589644057523	0.0224456454369219
Gene Ontology Biological Process	GO:0097479	synaptic vesicle localization	142	enriched	1.33146322405885e-07	1.96144999086011e-09	enriched	0.00121625188833121	1.81530132586748e-05	farther	0.389277607872774	0.0553940966175051
Gene Ontology Biological Process	GO:0050905	neuromuscular process	189	enriched	1.69369558523543e-07	2.52790385856034e-09	enriched	0.0291897895541704	0.00134789630230106	closer	0.877874912164758	0.630116456628436
Gene Ontology Biological Process	GO:0015837	amine transport	110	enriched	1.82431857180027e-07	2.75822540415625e-09	enriched	0.849928688493545	0.584768581933697	farther	0.651912162242854	0.233564844744677
Gene Ontology Biological Process	GO:0006816	calcium ion transport	354	enriched	2.47241492614544e-07	3.78602014276972e-09	enriched	0.29812485848974	0.0572094611174341	farther	0.926564878219768	0.754364400784333
Gene Ontology Biological Process	GO:0051960	regulation of nervous system development	1011	enriched	5.04918259259187e-07	7.92757879433885e-09	enriched	0.00101466645515944	1.31736699485067e-05	closer	0.0122060809383419	0.000109525392899513
Gene Ontology Biological Process	GO:0008306	associative learning	108	enriched	5.44565338095032e-07	8.65562274157639e-09	enriched	0.750287704382271	0.421835520074633	farther	0.994801274351514	0.973737539782405
Gene Ontology Biological Process	GO:0015672	monovalent inorganic cation transport	481	enriched	5.5574206278358e-07	8.94099461349819e-09	enriched	0.0837099230109867	0.00726924704573018	closer	0.75871599770241	0.376414205642156
Gene Ontology Biological Process	GO:0045664	regulation of neuron differentiation	767	enriched	6.82024702381275e-07	1.131939515429e-08	enriched	0.024350350474113	0.00104311445140124	closer	0.126741481210162	0.00426440454092613
Gene Ontology Biological Process	GO:0016079	synaptic vesicle exocytosis	92	enriched	6.82024702381275e-07	1.13692817221922e-08	enriched	0.00474965483721151	0.000114161116459436	farther	0.0650427233735332	0.00156278255637575
Gene Ontology Biological Process	GO:0017158	regulation of calcium ion-dependent exocytosis	74	enriched	7.40363152626589e-07	1.24852867374517e-08	enriched	0.0158731677798173	0.000609204733553754	farther	0.285015753798518	0.0259025737752163
Gene Ontology Biological Process	GO:0032989	cellular component morphogenesis	1162	enriched	7.98143937047601e-07	1.36143955146712e-08	enriched	4.28923819072415e-05	9.087111148663e-08	closer	0.234240636134755	0.0174352402162718
Gene Ontology Biological Process	GO:0035637	multicellular organismal signaling	257	enriched	8.27444800385574e-07	1.42745856240194e-08	enriched	0.0120556574932193	0.000427638170432086	farther	0.72819699052166	0.324420915136248
Gene Ontology Biological Process	GO:0009187	cyclic nucleotide metabolic process	221	enriched	9.24138902419548e-07	1.61218261713044e-08	enriched	0.84630398140221	0.57603333291146	farther	0.827166809919902	0.509223064218959
Gene Ontology Biological Process	GO:0046879	hormone secretion	342	enriched	1.09438366652717e-06	1.95160491026361e-08	enriched	0.379874791361798	0.0920417695681814	farther	0.400232153027946	0.0595979337012877
Gene Ontology Biological Process	GO:0007613	memory	156	enriched	1.29367293045595e-06	2.33207176841254e-08	enriched	0.985676916196705	0.945135963806441	closer	0.323263082210527	0.0357511976008217
Gene Ontology Biological Process	GO:0050806	positive regulation of synaptic transmission	154	enriched	1.39145535153899e-06	2.53531310418036e-08	enriched	0.10859655924073	0.0107584149883467	closer	0.846433692083654	0.557179456932756
Gene Ontology Biological Process	GO:0010975	regulation of neuron projection development	561	enriched	4.64032722313055e-06	8.63484034542611e-08	enriched	0.0446177386301589	0.00251998359870034	closer	0.159576640993698	0.00739267633213683
Gene Ontology Biological Process	GO:0033555	multicellular organismal response to stress	98	enriched	5.03826347822004e-06	9.47299006372057e-08	depleted	0.899587218587966	0.701500170649232	closer	0.673311880088268	0.260129216478025
Gene Ontology Biological Process	GO:0070838	divalent metal ion transport	376	enriched	5.46657154906653e-06	1.03842607444954e-07	enriched	0.31137817988127	0.062610144773227	farther	0.813624596764404	0.481330154937965
Gene Ontology Biological Process	GO:0009914	hormone transport	345	enriched	5.59136441553215e-06	1.0729697172663e-07	enriched	0.364396903240899	0.0853955913972179	farther	0.380807195429922	0.0509317629088285
Gene Ontology Biological Process	GO:0007187	G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	246	enriched	6.06179808665198e-06	1.18674473105612e-07	enriched	0.991544285327649	0.973250485052837	closer	0.723305373056286	0.317318559702355
Gene Ontology Biological Process	GO:0072511	divalent inorganic cation transport	377	enriched	7.48973333372217e-06	1.48081566202687e-07	enriched	0.298446265257221	0.0573289879569502	farther	0.796185753537869	0.441423718756002
Gene Ontology Biological Process	GO:0030900	forebrain development	503	enriched	8.14466266070541e-06	1.62609082002841e-07	enriched	0.51363593370691	0.163939710219074	closer	0.529279049949304	0.123112010067681
Gene Ontology Biological Process	GO:1900449	regulation of glutamate receptor signaling pathway	64	enriched	8.53962549001407e-06	1.72149845117554e-07	enriched	0.690523126364635	0.333094049577738	closer	0.80423901279702	0.456006574531456
Gene Ontology Biological Process	GO:0051046	regulation of secretion	591	enriched	9.20260319632569e-06	1.87298572516805e-07	enriched	0.201632630608834	0.0297426694889169	farther	0.307310828842226	0.03157099036371
Gene Ontology Biological Process	GO:1903530	regulation of secretion by cell	556	enriched	9.42696446539428e-06	1.93692233636711e-07	enriched	0.234723794032913	0.0384457464543151	farther	0.330319289120621	0.0375947562856297
Gene Ontology Biological Process	GO:0060079	excitatory postsynaptic potential	162	enriched	9.61248774630989e-06	1.99367355854847e-07	enriched	0.00642970248753838	0.00017946833847752	farther	0.407774751420928	0.0626008147170721
Gene Ontology Biological Process	GO:0051937	catecholamine transport	89	enriched	1.01280612778569e-05	2.1202376778611e-07	enriched	0.796428472582487	0.489064818984555	farther	0.4874112497515	0.10034711292579
Gene Ontology Biological Process	GO:0007188	adenylate cyclase-modulating G-protein coupled receptor signaling pathway	218	enriched	1.34506964818677e-05	2.86795234154962e-07	depleted	0.990393515676872	0.968316513485975	closer	0.642512822811313	0.219443224228249
Gene Ontology Biological Process	GO:0007218	neuropeptide signaling pathway	113	enriched	1.37539584174921e-05	2.95927385993725e-07	enriched	0.503343418791888	0.156008165661607	farther	0.846281825690512	0.556254260963265
Gene Ontology Biological Process	GO:0050767	regulation of neurogenesis	879	enriched	1.4214142517328e-05	3.08583826699115e-07	enriched	0.00213079700571675	3.95771385433942e-05	closer	0.126741481210162	0.00424603689957539
Gene Ontology Biological Process	GO:0044057	regulation of system process	512	enriched	1.55757426164729e-05	3.41162805904523e-07	enriched	0.192155556121141	0.0262961470481732	closer	0.838251450911946	0.528715017296363
Gene Ontology Biological Process	GO:0030799	regulation of cyclic nucleotide metabolic process	186	enriched	1.58870779087156e-05	3.51061616901255e-07	depleted	0.982494753594331	0.935636251399807	farther	0.726965273681951	0.321331386154264
Gene Ontology Biological Process	GO:0061337	cardiac conduction	165	enriched	1.855668372729e-05	4.13649666338117e-07	enriched	0.868861173299437	0.630413457895188	farther	0.990670486292188	0.954377266305907
Gene Ontology Biological Process	GO:0046058	cAMP metabolic process	174	enriched	2.01634941689706e-05	4.53375716921998e-07	enriched	0.889701800572664	0.679603823867919	farther	0.836256517000372	0.524098888481965
Gene Ontology Biological Process	GO:0070588	calcium ion transmembrane transport	270	enriched	2.10245353151776e-05	4.76811520037949e-07	enriched	0.162347770044192	0.0199575400936694	farther	0.978602936525308	0.91540519654204
Gene Ontology Biological Process	GO:0051952	regulation of amine transport	101	enriched	2.16119587821595e-05	4.94322763383373e-07	enriched	0.513576377079662	0.163163038413804	farther	0.323263082210527	0.0356113731671357
Gene Ontology Biological Process	GO:0035249	synaptic transmission, glutamatergic	129	enriched	3.25047902362679e-05	7.68673077888096e-07	enriched	0.260079021189965	0.0454722382464331	closer	0.971462472182476	0.894069358000077
Gene Ontology Biological Process	GO:0052652	cyclic purine nucleotide metabolic process	159	enriched	3.26770092344849e-05	7.79079692933056e-07	depleted	0.874016799659944	0.642803264037927	farther	0.694665016539703	0.283446389452029
Gene Ontology Biological Process	GO:0048172	regulation of short-term neuronal synaptic plasticity	29	enriched	3.43919069294791e-05	8.33298772278522e-07	enriched	0.608676636838886	0.244579699198878	farther	0.767820336086984	0.389362196642267
Gene Ontology Biological Process	GO:0030814	regulation of cAMP metabolic process	162	enriched	3.62519205197965e-05	8.85392902790144e-07	enriched	0.976589316545852	0.912964232562071	farther	0.788904621013067	0.430311611461673
Gene Ontology Biological Process	GO:0009190	cyclic nucleotide biosynthetic process	159	enriched	3.66744657887449e-05	9.02821700944098e-07	depleted	0.874016799659944	0.642803264037927	farther	0.694665016539703	0.283446389452029
Gene Ontology Biological Process	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	275	enriched	4.07890246391758e-05	1.0180617296048e-06	depleted	0.854092201833539	0.598642644277976	closer	0.234240636134755	0.0174055419085588
Gene Ontology Biological Process	GO:0048878	chemical homeostasis	795	enriched	4.07890246391758e-05	1.01992327552892e-06	enriched	0.537565846678535	0.182349337407916	farther	0.4874112497515	0.100187151652532
Gene Ontology Biological Process	GO:0007416	synapse assembly	268	enriched	4.13133871730018e-05	1.04104290220784e-06	enriched	0.0115432394263891	0.000407224186005587	closer	0.147514621814558	0.00621921515373315
Gene Ontology Biological Process	GO:0001964	startle response	76	enriched	5.67924910098558e-05	1.45311277637158e-06	enriched	0.00840277278438015	0.000275260438177989	farther	0.138620435172852	0.00537392654285139
Gene Ontology Biological Process	GO:0042596	fear response	54	enriched	5.95679640346994e-05	1.53567342830297e-06	enriched	0.89862190601652	0.698008579437145	closer	0.796842825010816	0.443710942429532
Gene Ontology Biological Process	GO:0015844	monoamine transport	95	enriched	6.4282224589581e-05	1.66966817115795e-06	enriched	0.731532537184053	0.38965912234576	farther	0.468808442068659	0.0859648742386027
Gene Ontology Biological Process	GO:0050954	sensory perception of mechanical stimulus	198	enriched	6.82225382422875e-05	1.78523796524691e-06	enriched	0.0291897895541704	0.00136688001531633	closer	0.838472440950428	0.533672133123291
Gene Ontology Biological Process	GO:2001257	regulation of cation channel activity	164	enriched	7.72667346461086e-05	2.03688232445644e-06	enriched	0.104221907801675	0.0100403737502293	farther	0.683397736850792	0.271393854765701
Gene Ontology Biological Process	GO:0099601	regulation of neurotransmitter receptor activity	61	enriched	9.22767897863901e-05	2.47770595415676e-06	enriched	0.804759368391963	0.499484298815869	closer	0.72819699052166	0.324314311837217
Gene Ontology Biological Process	GO:0030802	regulation of cyclic nucleotide biosynthetic process	153	enriched	9.46940113093482e-05	2.58807047773175e-06	depleted	0.854092201833539	0.598177928422356	farther	0.813810476473057	0.482269223565249
Gene Ontology Biological Process	GO:0050433	regulation of catecholamine secretion	77	enriched	9.52914337034694e-05	2.62286946809317e-06	enriched	0.409127918164425	0.105788941422919	farther	0.258302671579583	0.0211739710028492
Gene Ontology Biological Process	GO:0050432	catecholamine secretion	79	enriched	9.65964198647673e-05	2.67751270414067e-06	enriched	0.328836822488383	0.0692220952165892	farther	0.26448204730889	0.0222251233950463
Gene Ontology Biological Process	GO:0060359	response to ammonium ion	151	enriched	0.000113213826355531	3.16006803551008e-06	enriched	0.544164921194693	0.18865439982681	farther	0.518292932391782	0.116731521183925
Gene Ontology Biological Process	GO:0021537	telencephalon development	353	enriched	0.000131884891112913	3.73235008770794e-06	enriched	0.423693331635815	0.112077623112679	closer	0.285015753798518	0.0260118958534852
Gene Ontology Biological Process	GO:0030808	regulation of nucleotide biosynthetic process	164	enriched	0.000135499258209423	3.91037129866317e-06	depleted	0.837700669162	0.555866248406609	farther	0.764645291094035	0.383730695608152
Gene Ontology Biological Process	GO:0032940	secretion by cell	1011	enriched	0.000135499258209423	3.91343079534873e-06	enriched	0.410310492781948	0.106276878713865	farther	0.61934028611133	0.199957350554387
Gene Ontology Biological Process	GO:0017157	regulation of exocytosis	141	enriched	0.000137957767045347	4.01117756479977e-06	enriched	0.0796009999658029	0.00655755475585699	farther	0.0240205655974305	0.000293331194541214
Gene Ontology Biological Process	GO:0031344	regulation of cell projection organization	663	enriched	0.000138040231327988	4.04033241529874e-06	enriched	0.200742116501623	0.0293778441478436	closer	0.0467020534499702	0.000715150653721196
Gene Ontology Biological Process	GO:0019226	transmission of nerve impulse	123	enriched	0.000144322847191681	4.299850049803e-06	enriched	0.00118992163676151	1.75293747613636e-05	farther	0.784107221237128	0.417207660844334
Gene Ontology Biological Process	GO:0060284	regulation of cell development	952	enriched	0.000144322847191681	4.30228812997931e-06	enriched	0.00751454700381547	0.00023014119530972	closer	0.0557351851126305	0.00103713467160545
Gene Ontology Biological Process	GO:0003013	circulatory system process	473	enriched	0.000144322847191681	4.30814469228898e-06	depleted	0.990393515676872	0.963537057392765	closer	0.71874454117557	0.309622552213511
